Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Expenses,Children,Age,Relationship Status,TotalAcceptedCmp,NumTotalPurchases,Customer_Day
Undergraduate,33228.0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,71,1,41,Couple,0,5,317
Undergraduate,70440.0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,1572,0,43,Couple,1,22,483
Undergraduate,38232.0,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,122,2,50,Couple,0,7,323
PhD,22554.0,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,41,2,66,Couple,0,6,1000
PhD,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,10,1,38,Couple,0,3,244
Undergraduate,49413.0,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,304,1,69,Couple,0,11,407
Undergraduate,42231.0,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,37,2,52,Couple,0,4,256
Master,78789.0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,1754,0,41,Single,1,15,850
Undergraduate,56534.0,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,815,1,53,Couple,3,21,501
Undergraduate,58350.0,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,1001,1,50,Single,0,23,614
Undergraduate,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,1157,0,32,Single,0,21,505
Undergraduate,49090.0,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,688,1,70,Single,0,18,505
Master,61787.0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,1319,0,34,Single,0,18,547
PhD,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,21,1,36,Couple,0,3,655
Master,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,31,1,40,Single,0,3,831
Undergraduate,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,67,0,31,Couple,0,5,705
Undergraduate,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,708,1,69,Single,0,19,562
Master,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,25,2,50,Couple,0,3,808
PhD,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,746,0,38,Couple,1,11,647
PhD,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,2,64,Single,0,4,805
Master,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,1695,2,70,Single,0,23,217
Undergraduate,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,1080,1,45,Couple,0,23,827
Master,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,72,2,66,Couple,0,6,251
Undergraduate,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,57,1,32,Single,0,7,381
PhD,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,660,1,48,Couple,0,19,260
Highschool,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,103,1,48,Couple,1,7,1030
PhD,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,153,1,37,Couple,0,8,439
Master,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,1220,1,65,Couple,1,28,807
Undergraduate,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,279,1,56,Couple,0,11,842
Undergraduate,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,745,1,43,Couple,0,19,308
PhD,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,264,1,48,Couple,0,11,337
Undergraduate,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,2157,0,35,Couple,5,21,172
Master,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,1526,1,62,Couple,4,22,465
Undergraduate,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,69,1,43,Couple,0,5,458
Undergraduate,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,1597,0,55,Couple,1,25,786
Highschool,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,64,1,29,Single,0,6,191
Undergraduate,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,497,1,37,Couple,0,12,753
Undergraduate,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,1067,1,65,Single,0,15,565
Undergraduate,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,31,2,44,Couple,0,5,123
Undergraduate,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,211,2,47,Couple,0,9,576
PhD,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,877,1,45,Couple,2,21,741
Undergraduate,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,11,1,42,Couple,0,3,692
PhD,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,2034,0,38,Couple,4,24,700
Undergraduate,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,1991,0,30,Single,4,18,357
PhD,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,1686,0,59,Single,1,24,305
PhD,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,324,1,39,Single,1,12,312
Master,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,69,1,42,Single,1,6,232
Undergraduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,2,66,Couple,1,11,768
Highschool,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,54,1,56,Single,0,4,523
Master,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,964,2,60,Couple,0,23,490
Undergraduate,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,1327,1,70,Couple,0,26,657
PhD,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,68,2,57,Couple,0,5,258
Undergraduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,0,62,Couple,0,4,708
Undergraduate,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,55,2,66,Single,1,4,588
Undergraduate,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,1456,0,55,Couple,1,20,3
Master,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,563,1,63,Single,0,17,549
Undergraduate,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,1504,1,67,Single,0,22,656
Undergraduate,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,564,2,54,Single,0,17,226
Undergraduate,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,1125,0,58,Couple,1,22,375
Undergraduate,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,358,1,62,Couple,1,13,196
PhD,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,42,1,50,Couple,0,4,389
Undergraduate,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,184,1,57,Couple,1,8,226
Undergraduate,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,460,1,38,Couple,0,14,597
PhD,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,145,0,76,Single,1,7,192
Undergraduate,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,1376,0,74,Couple,1,24,689
PhD,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,792,1,52,Single,0,21,685
Undergraduate,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,1382,0,69,Couple,0,22,771
Highschool,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,28,0,74,Couple,0,3,746
Master,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,1033,0,75,Couple,0,23,434
Undergraduate,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,882,1,52,Single,0,20,556
PhD,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,2231,0,72,Couple,3,13,643
PhD,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,1101,1,60,Couple,2,16,781
Undergraduate,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,1,47,Couple,0,11,727
Master,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,48,1,41,Single,0,4,282
PhD,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,467,1,72,Single,2,15,369
Undergraduate,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,2,50,Single,0,5,711
Highschool,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,38,2,42,Single,0,6,629
Undergraduate,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,81,2,53,Couple,0,6,543
Master,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,167,1,50,Single,1,8,607
PhD,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,45,2,66,Couple,0,5,62
Undergraduate,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,664,1,49,Couple,0,18,559
Master,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,622,1,57,Couple,0,17,423
Master,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,48,1,42,Single,0,5,429
Undergraduate,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,461,1,46,Couple,0,14,409
Undergraduate,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,1073,1,44,Couple,0,25,473
Master,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,55,1,35,Couple,0,6,515
Undergraduate,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,976,1,65,Couple,0,23,620
PhD,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,20,1,41,Single,0,4,173
Undergraduate,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,0,39,Couple,0,16,488
Highschool,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,43,0,60,Couple,0,5,174
Master,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,224,1,46,Couple,1,8,412
PhD,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,101,1,47,Single,1,6,809
PhD,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,209,0,75,Couple,0,9,597
Undergraduate,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,968,0,36,Single,0,20,940
PhD,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,1165,0,69,Couple,0,16,487
Undergraduate,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,24,1,54,Couple,0,4,263
Undergraduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,2,66,Couple,1,11,768
Undergraduate,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,165,1,36,Single,0,8,829
PhD,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,269,0,44,Couple,0,11,784
PhD,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,102,1,48,Couple,0,6,546
Master,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,461,0,37,Couple,0,18,697
Highschool,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,47,1,42,Single,0,5,719
PhD,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,144,2,45,Single,0,7,292
Undergraduate,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,1338,0,53,Couple,0,23,783
Undergraduate,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,917,1,62,Couple,0,23,373
Undergraduate,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,318,2,50,Couple,1,12,704
Undergraduate,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,253,2,54,Single,0,10,1000
Undergraduate,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,502,1,48,Couple,0,15,806
Undergraduate,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,119,1,38,Couple,0,6,450
Master,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,1250,2,42,Couple,0,16,830
Undergraduate,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,969,1,42,Couple,0,23,663
Undergraduate,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,76,2,71,Couple,0,6,577
PhD,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,2,58,Single,0,5,2
Master,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,1382,0,59,Couple,1,25,478
Undergraduate,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,84,1,45,Single,0,6,157
Undergraduate,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,255,2,69,Couple,1,9,511
Master,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,43,2,61,Couple,0,4,540
Undergraduate,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,398,1,66,Single,0,13,636
Master,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,76,1,44,Single,0,6,234
Undergraduate,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,902,2,57,Couple,1,13,183
Master,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,823,1,40,Couple,0,20,304
Undergraduate,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,1179,1,45,Couple,0,24,162
Undergraduate,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,1921,1,47,Couple,1,28,783
Master,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,185,2,70,Couple,0,8,587
Undergraduate,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,433,2,55,Single,1,14,626
Undergraduate,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,34,2,70,Couple,1,4,66
Undergraduate,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,907,1,63,Couple,0,22,487
PhD,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,416,2,55,Single,0,25,512
Undergraduate,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,44,2,57,Single,0,6,609
Undergraduate,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,1588,0,65,Couple,1,16,222
PhD,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,1797,0,47,Single,1,16,939
Undergraduate,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,40,2,55,Couple,0,4,970
PhD,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1143,1,58,Single,0,15,750
Master,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,914,0,52,Couple,1,13,161
Undergraduate,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,1502,0,29,Couple,1,11,685
Undergraduate,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,1338,1,67,Single,0,17,660
PhD,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,27,1,38,Couple,0,4,503
Master,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,763,1,39,Couple,1,20,434
Undergraduate,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,1331,0,70,Single,1,21,505
Undergraduate,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,525,2,65,Couple,0,16,462
PhD,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,9,2,60,Couple,0,3,174
Undergraduate,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,953,1,59,Couple,1,13,155
Master,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,68,2,50,Single,0,5,391
Master,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,2,50,Single,0,7,605
Undergraduate,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,882,1,53,Couple,0,20,454
Master,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,1149,0,43,Couple,0,23,971
Undergraduate,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,37,1,52,Couple,0,4,447
PhD,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,388,1,56,Single,0,13,468
Undergraduate,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,1428,0,35,Couple,1,15,659
Master,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,1633,0,63,Couple,0,23,562
Master,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,173,1,46,Couple,1,7,563
Undergraduate,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,99,1,34,Single,0,7,483
Undergraduate,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,215,1,62,Couple,0,9,631
PhD,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,929,1,59,Couple,0,23,657
Undergraduate,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,219,1,47,Couple,0,9,261
Undergraduate,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,174,2,44,Couple,1,8,392
Undergraduate,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,92,2,43,Couple,0,6,785
PhD,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,1052,0,51,Couple,0,24,453
Undergraduate,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,275,1,64,Couple,1,11,624
Master,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,587,1,66,Couple,0,14,1003
PhD,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1662,1,67,Single,1,22,805
PhD,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,159,1,39,Couple,0,8,399
Master,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,1024,0,68,Single,4,17,640
Master,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,35,1,53,Single,0,5,227
Master,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,1042,0,64,Couple,0,14,462
Master,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,395,2,56,Couple,0,14,512
PhD,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,557,0,46,Couple,4,22,727
PhD,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,9,2,58,Couple,0,0,166
Undergraduate,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,69,0,31,Couple,0,5,486
PhD,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,486,1,55,Couple,0,15,35
Undergraduate,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,34,1,33,Single,0,4,307
Master,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,1365,0,26,Single,3,27,809
Undergraduate,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,13,1,46,Couple,0,3,566
PhD,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,1401,0,43,Couple,0,20,768
Undergraduate,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,1574,0,60,Couple,1,13,400
PhD,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,1323,0,37,Single,1,19,423
Master,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,1217,1,50,Single,2,28,363
Master,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,103,3,70,Single,0,6,749
Master,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,84,0,45,Couple,0,6,608
PhD,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,1536,0,49,Couple,0,22,679
Undergraduate,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,581,1,36,Couple,0,16,809
PhD,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,928,1,55,Couple,0,13,878
Master,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,14,0,46,Single,0,3,356
Undergraduate,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,424,1,42,Single,0,14,516
Undergraduate,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,960,1,50,Couple,0,13,418
Undergraduate,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1555,0,39,Couple,2,19,816
Undergraduate,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,656,2,48,Single,2,18,879
Master,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,2,53,Couple,0,6,545
Undergraduate,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,20,1,37,Single,0,4,31
Master,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,367,1,50,Couple,0,13,1061
Master,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,2257,0,44,Couple,4,21,64
PhD,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,42,1,54,Single,0,5,337
Undergraduate,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,1049,1,57,Single,0,24,365
Undergraduate,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,48,2,49,Single,0,5,234
PhD,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,685,1,73,Single,0,19,673
Undergraduate,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,39,1,69,Single,0,4,231
Master,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,43,0,34,Single,0,4,157
Master,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,835,0,62,Single,1,18,842
Undergraduate,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,1515,0,63,Couple,1,19,319
PhD,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,1039,1,70,Couple,0,24,655
Undergraduate,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,1596,1,46,Single,0,23,509
PhD,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,1828,0,37,Couple,1,17,782
PhD,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,34,1,52,Couple,2,4,220
PhD,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,149,1,53,Single,0,8,232
Master,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,946,1,52,Single,1,22,566
PhD,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,28,0,36,Single,0,5,201
Undergraduate,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,450,1,37,Single,0,15,1000
PhD,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,46,2,64,Couple,0,4,321
PhD,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,1702,0,50,Single,2,15,513
Undergraduate,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,820,2,46,Couple,0,21,453
Undergraduate,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,382,1,39,Couple,1,13,648
PhD,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,0,33,Couple,0,19,827
Master,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,2069,0,32,Couple,3,19,304
Undergraduate,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,72,1,36,Couple,0,5,678
